latitude,longitude,tick_presence,tick_count,temperature,humidity,rainfall,elevation,ndvi,month,land_cover,source_dataset,record_id
51.18583333333333,-3.7691666666666666,0,0,15.6,77,0.0,136,0.5,5,Pastures,pre_dashboard,380_0
51.18583333333333,-3.7691666666666666,0,0,15.6,77,0.0,136,0.5,5,Pastures,pre_dashboard,380_1
51.18583333333333,-3.7691666666666666,0,0,15.6,77,0.0,136,0.5,5,Pastures,pre_dashboard,380_2
51.18583333333333,-3.7691666666666666,1,14,15.6,76,0.0,136,0.5,5,Pastures,pre_dashboard,380_3
51.18583333333333,-3.7691666666666666,1,5,15.6,76,0.0,136,0.5,5,Pastures,pre_dashboard,380_4
51.18583333333333,-3.7691666666666666,1,6,15.6,76,0.0,136,0.5,5,Pastures,pre_dashboard,380_5
51.18583333333333,-3.7691666666666666,1,6,15.6,86,0.0,136,0.5,5,Pastures,pre_dashboard,380_6
51.18583333333333,-3.7691666666666666,1,7,15.6,86,0.0,136,0.5,5,Pastures,pre_dashboard,380_7
51.18583333333333,-3.7691666666666666,1,9,15.6,86,0.0,136,0.5,5,Pastures,pre_dashboard,380_8
51.18583333333333,-3.7691666666666666,1,18,15.6,86,0.0,136,0.5,5,Pastures,pre_dashboard,380_9
51.18583333333333,-3.7691666666666666,1,8,15.6,86,0.0,136,0.5,5,Pastures,pre_dashboard,380_10
51.18583333333333,-3.7691666666666666,1,7,15.6,86,0.0,136,0.5,5,Pastures,pre_dashboard,380_11
51.18583333333333,-3.7691666666666666,1,26,15.6,84,0.0,136,0.5,5,Pastures,pre_dashboard,380_12
51.18583333333333,-3.7691666666666666,1,14,15.6,84,0.0,136,0.5,5,Pastures,pre_dashboard,380_13
51.18583333333333,-3.7691666666666666,1,21,15.6,84,0.0,136,0.5,5,Pastures,pre_dashboard,380_14
51.18583333333333,-3.7691666666666666,1,14,15.6,82,0.0,136,0.5,5,Pastures,pre_dashboard,380_15
51.18583333333333,-3.7691666666666666,1,23,15.6,82,0.0,136,0.5,5,Pastures,pre_dashboard,380_16
51.18583333333333,-3.7691666666666666,1,28,15.6,82,0.0,136,0.5,5,Pastures,pre_dashboard,380_17
51.18583333333333,-3.7691666666666666,0,0,15.6,96,0.0,136,0.5,5,Pastures,pre_dashboard,380_18
51.18583333333333,-3.7691666666666666,1,4,15.6,96,0.0,136,0.5,5,Pastures,pre_dashboard,380_19
51.18583333333333,-3.7691666666666666,1,6,15.6,96,0.0,136,0.5,5,Pastures,pre_dashboard,380_20
51.18583333333333,-3.7691666666666666,0,0,15.6,100,0.0,136,0.5,5,Pastures,pre_dashboard,380_21
51.18583333333333,-3.7691666666666666,0,0,15.6,100,0.0,136,0.5,5,Pastures,pre_dashboard,380_22
51.18583333333333,-3.7691666666666666,0,0,15.6,100,0.0,136,0.5,5,Pastures,pre_dashboard,380_23
51.18583333333333,-3.7691666666666666,0,0,15.6,68,0.0,136,0.5,2,Pastures,pre_dashboard,380_24
51.18583333333333,-3.7691666666666666,0,0,15.6,68,0.0,136,0.5,2,Pastures,pre_dashboard,380_25
51.18583333333333,-3.7691666666666666,0,0,15.6,68,0.0,136,0.5,2,Pastures,pre_dashboard,380_26
51.18583333333333,-3.7691666666666666,0,0,15.6,68,0.0,136,0.5,2,Pastures,pre_dashboard,380_27
51.18583333333333,-3.7691666666666666,0,0,15.6,68,0.0,136,0.5,2,Pastures,pre_dashboard,380_28
51.18583333333333,-3.7691666666666666,0,0,15.6,68,0.0,136,0.5,2,Pastures,pre_dashboard,380_29
51.18583333333333,-3.7691666666666666,0,0,15.6,68,0.0,136,0.5,2,Pastures,pre_dashboard,380_30
51.18583333333333,-3.7691666666666666,0,0,15.6,68,0.0,136,0.5,2,Pastures,pre_dashboard,380_31
51.18583333333333,-3.7691666666666666,0,0,15.6,68,0.0,136,0.5,2,Pastures,pre_dashboard,380_32
51.18583333333333,-3.7691666666666666,0,0,15.6,68,0.0,136,0.5,2,Pastures,pre_dashboard,380_33
51.18583333333333,-3.7691666666666666,0,0,15.6,68,0.0,136,0.5,2,Pastures,pre_dashboard,380_34
51.18583333333333,-3.7691666666666666,0,0,15.6,68,0.0,136,0.5,2,Pastures,pre_dashboard,380_35
51.18583333333333,-3.7691666666666666,0,0,15.6,72,0.0,136,0.5,2,Pastures,pre_dashboard,380_36
51.18583333333333,-3.7691666666666666,0,0,15.6,72,0.0,136,0.5,2,Pastures,pre_dashboard,380_37
51.18583333333333,-3.7691666666666666,1,4,15.6,72,0.0,136,0.5,2,Pastures,pre_dashboard,380_38
51.18583333333333,-3.7691666666666666,0,0,15.6,78,0.0,136,0.5,2,Pastures,pre_dashboard,380_39
51.18583333333333,-3.7691666666666666,1,1,15.6,78,0.0,136,0.5,2,Pastures,pre_dashboard,380_40
51.18583333333333,-3.7691666666666666,1,7,15.6,78,0.0,136,0.5,2,Pastures,pre_dashboard,380_41
51.18583333333333,-3.7691666666666666,0,0,15.6,86,0.0,136,0.5,2,Pastures,pre_dashboard,380_42
51.18583333333333,-3.7691666666666666,1,1,15.6,86,0.0,136,0.5,2,Pastures,pre_dashboard,380_43
51.18583333333333,-3.7691666666666666,1,2,15.6,86,0.0,136,0.5,2,Pastures,pre_dashboard,380_44
51.18583333333333,-3.7691666666666666,0,0,15.6,90,0.0,136,0.5,2,Pastures,pre_dashboard,380_45
51.18583333333333,-3.7691666666666666,0,0,15.6,90,0.0,136,0.5,2,Pastures,pre_dashboard,380_46
51.18583333333333,-3.7691666666666666,0,0,15.6,90,0.0,136,0.5,2,Pastures,pre_dashboard,380_47
51.18583333333333,-3.7691666666666666,0,0,15.6,68,0.0,136,0.5,2,Pastures,pre_dashboard,380_48
51.18583333333333,-3.7691666666666666,0,0,15.6,68,0.0,136,0.5,2,Pastures,pre_dashboard,380_49
51.18583333333333,-3.7691666666666666,0,0,15.6,68,0.0,136,0.5,2,Pastures,pre_dashboard,380_50
51.18583333333333,-3.7691666666666666,0,0,15.6,68,0.0,136,0.5,2,Pastures,pre_dashboard,380_51
51.18583333333333,-3.7691666666666666,0,0,15.6,68,0.0,136,0.5,2,Pastures,pre_dashboard,380_52
51.18583333333333,-3.7691666666666666,0,0,15.6,68,0.0,136,0.5,2,Pastures,pre_dashboard,380_53
51.18583333333333,-3.7691666666666666,0,0,15.6,68,0.0,136,0.5,2,Pastures,pre_dashboard,380_54
51.18583333333333,-3.7691666666666666,0,0,15.6,68,0.0,136,0.5,2,Pastures,pre_dashboard,380_55
51.18583333333333,-3.7691666666666666,0,0,15.6,68,0.0,136,0.5,2,Pastures,pre_dashboard,380_56
51.18583333333333,-3.7691666666666666,0,0,15.6,68,0.0,136,0.5,2,Pastures,pre_dashboard,380_57
51.18583333333333,-3.7691666666666666,0,0,15.6,68,0.0,136,0.5,2,Pastures,pre_dashboard,380_58
51.18583333333333,-3.7691666666666666,0,0,15.6,68,0.0,136,0.5,2,Pastures,pre_dashboard,380_59
51.18583333333333,-3.7691666666666666,0,0,15.6,68,0.0,136,0.5,2,Pastures,pre_dashboard,380_60
